\N;5.65;0;Gelatina de Morango Diet;\N;\N;\N;41.5;\N;\N;\N;\N;10
1;25;0;Achocolatado Diet;\N;\N;\N;25;\N;\N;\N;\N;10
0;5.1;0;Suco em Pó Zero Sabor Uva ;\N;\N;\N;15;\N;\N;\N;\N;10
\N;378;5;Barra de Cereal Banana Aveia e Mel Light;\N;\N;\N;72.72;\N;\N;\N;\N;10
\N;353.33;7.66;Biscoito Salgado Cracker Light;\N;\N;\N;300;\N;\N;\N;\N;10
4.5;417.5;7.25;Granola Tradicional Light ;\N;\N;\N;57.5;\N;\N;\N;\N;10
\N;509;24;Chocolate ao Leite Light;\N;\N;\N;84;\N;\N;\N;\N;10
\N;265;2;Doce de Leite Light;\N;\N;\N;120;\N;\N;\N;\N;10
0;200;1.6;Pão Integral Light;\N;\N;\N;396;\N;\N;\N;\N;10
0;216;0;Pão Branco Light;\N;\N;\N;396;\N;\N;\N;\N;10
6.3;33;0;Achocolatado Light pó;toddy;\N;\N;15;\N;\N;\N;\N;10
\N;278;0;Proteina de Soja Texturizada;\N;\N;\N;30;\N;\N;\N;\N;4
